year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2021,it,Italy,Måneskin,Zitti e buoni,,24,,1,524.0,,,318,206,,,Damiano David;Ethan Torchio;Thomas Raggi;Victoria De Angelis,Damiano David;Ethan Torchio;Thomas Raggi;Victoria De Angelis,"Loro non sanno di che parlo\nVestiti sporchi fra' di fango\nGiallo di siga' fra le dita\nIo con la siga' camminando\n\nScusami ma ci credo tanto\nChe posso fare questo salto\nAnche se la strada è in salita\nPer questo ora mi sto allenando\n\nE buonasera signore e signori\nFuori gli attori\nVi conviene non fare più errori\nVi conviene stare zitti e buoni\nQui la gente è strana tipo spacciatori\n\nTroppe notti stavo chiuso fuori\nMo' li prendo a calci 'sti portoni\nSguardo in alto tipo scalatori\nQuindi scusa mamma se sto sempre fuori, ma\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro\n\nIo, ho scritto pagine e pagine\nHo visto sale poi lacrime\nQuesti uomini in macchina\nNon scalare le rapide\n\nScritto sopra una lapide\nIn casa mia non c'è Dio\nMa se trovi il senso del tempo\nRisalirai dal tuo oblio\n\nE non c'è vento che fermi\nLa naturale potenza\nDal punto giusto di vista\nDel vento senti l'ebrezza\n\nCon ali in cera alla schiena\nRicercherò quell'altezza\nSe vuoi fermarmi ritenta\nProva a tagliarmi la testa perchè\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro\n\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\n\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro",https://youtube.com/watch?v=RVH5dn1cxAQ
2021,fr,France,Barbara Pravi,Voilà,,20,,2,499.0,,,251,248,,,Barbara Pravi;Igit,Barbara Pravi;Igit;Lili Poe,"Écoutez moi\nMoi la chanteuse à demi\nParlez de moi\nÀ vos amours, à vos amis\nParler leur de cette fille aux yeux noirs et de son rêve fou\nMoi c'que j'veux c'est écrire des histoires qui arrivent jusqu'à vous\nC'est tout\n\nVoilà, voilà, voilà, voilà qui je suis\nMe voilà même si mise à nue j'ai peur, oui\nMe voilà dans le bruit et dans le silence\n\nRegardez moi, ou du moins ce qu'il en reste\nRegardez moi, avant que je me déteste\nQuoi vous dire, que les lèvres d'une autre ne vous diront pas\nC'est peu de chose mais moi tout ce que j'ai je le dépose là, voilà\n\nVoilà, voilà, voilà, voilà qui je suis\nMe voilà même si mise à nue c'est fini\nC'est ma gueule c'est mon cri, me voilà tant pis\nVoilà, voilà, voilà, voilà juste ici\nMoi mon rêve mon envie, comme j'en crève comme j'en ris\nMe voilà dans le bruit et dans le silence\n\nNe partez pas, j'vous en supplie restez longtemps\nÇa m'sauvera peut-être pas, non\nMais faire sans vous j'sais pas comment\nAimez moi comme on aime un ami qui s'en va pour toujours\nJ'veux qu'on m'aime parce que moi je sais pas bien aimer mes contours\n\nVoilà, voilà, voilà, voilà qui je suis\nMe voilà même si mise à nue c'est fini\nMe voilà dans le bruit et dans la fureur aussi\nRegardez moi enfin et mes yeux et mes mains\nTout c'que j'ai est ici, c'est ma gueule c'est mon cri\nMe voilà, me voilà, me voilà\nVoilà, voilà, voilà, voilà\n\nVoilà",https://youtube.com/watch?v=Unj9WbeLzRU
2021,ch,Switzerland,Gjon's Tears,Tout l'univers,2.0,11,16,3,432.0,1,291.0,165,267,135,156,Gjon Muharremaj;Nina Sampermans;Wouter Hardy;Xavier Michel,Gjon Muharremaj;Nina Sampermans;Wouter Hardy,Laisser le vent qui frôle\nSa main sur mon épaule\nLe vide dans ma tête\nPas la moindre cachette\n\nC'est l'aube qui décline\nDerrière un champ de ruine\nLe moment de grandir\nNe pas te retenir\n\nJe vois derrière nous des morceaux de toi\nEt ce que la douleur a fait de moi\n\nTout l'univers\nNos deux cœurs sous la terre\nAu milieu des failles où tout éclate\nSe trouver au point d'impact\nSans toi\n\nQue deviendront nos souffles\nS'ils restent sur le bord?\nCet amour qui nous tord\n\nJe vois derrière nous des morceaux de toi\nEt ce que la douleur a fait de moi\n\nTout l'univers\nNos deux cœurs sous la terre\nAu milieu des failles où tout éclate\nSe trouver au point d'impact\nSans toi\n\nDerrière mes paupières\nTrouver de l'air\n\nTout l'univers \nNos deux cœurs sous la terre\nAu milieu des failles et des ressacs\nNous nous retrouvons au point d'impact \nComment soigner nos cœurs qui éclatent\nTout l'univers,https://youtube.com/watch?v=jznH_fltcYA
2021,is,Iceland,Daði & Gagnamagnið,10 Years,2.0,12,8,4,378.0,2,288.0,180,198,148,140,Daði Freyr Pétursson,Daði Freyr Pétursson,"We've been together for a decade now\nStill everyday I'm loving you more\nIf I could do it all again\nI'd probably do it all the same as before\n\nI don't wanna know what would have happened if I never had had your love\nI didn't become myself before I met you\nI don't wanna know what would have happened if I never had felt your love\n\nEverything about you I like\nWe started out so fast\nNow we can take it slower\n\nLove takes some time, takes a little time, so take a little time\n\nAs it ages like wine\nHow does it keep getting better?\nEveryday our love finds a new way to grow\nThe time we spend together\nMmm, simply feels good\nWe got a good thing going\nAnd just when I thought that my heart was full\nI found places that I never explored\nYou're so fascinating\nI can't remember the last time I was bored\n\nI don't wanna know what would have happened if I never had had your love\nI didn't become myself before I met you\nI don't wanna know what would have happened if I never had felt your love\nEverything about you I like\n\nHow does it keep getting better?\nEveryday our love finds a new way to grow\nThe time we spend together\nMmm, feels good\nWe got a good thing going\nHow does it keep getting better\nEveryday our love finds a new way to grow\nThe time we spend together\nSimply feels good\nWe got a good thing going",https://youtube.com/watch?v=YSMhu-PrLME
2021,ua,Ukraine,Go_A,Shum,1.0,19,15,5,364.0,2,267.0,267,97,164,103,Kateryna Pavlenko;Taras Shevchenko,Kateryna Pavlenko,"Vesnyanochko, vesnyanochko\nDe ty zymuvala?\nU sadochku na klenochku\nSorochechku pryala\nTam u lisi, na uzlissi\nSova v vodu duye\nZaspivayu spivanochku\nNekhay vona chuye\n\nZapletysya, shume, barvinochkom\nYa tobi spivayu vesnyanochku\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenʹki\n\nPryydy, pryydy, vesnyanochko\nTa y ne zabarysya\nA my vyydem na yulytsyu\nBudem lyubytysya\nVesnyanochko, panyanochko\nZahlyanʹ u vikontse\nZaspivaly spivanochku\nZasvitylo sontse\n\nNumo, numo, zapletemo shuma\nZapletemo, hulyaty pidemo\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenʹki\nZapletysya, shume, zapletysya\nBarvinochkom, shume, zastelysya\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenʹki\n\nVesnyanochko, vesnyanochko\nDe ty zymuvala?\nU sadochku na klenochku\nSorochechku pryala\nOy u lisi, na uzlissi\nSova v vodu duye\nZaspivayu spivanochku\nNekhay vona chuye\n\nZapletysya, shume, barvinochkom\nYa tobi spivayu vesnyanochku\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenʹki\nNumo, numo, narobyly shumu\nNarobyly, vesnu rozbudyly\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenʹki",https://youtube.com/watch?v=lqvzDkgok_g
2021,fi,Finland,Blind Channel,Dark Side,2.0,16,14,6,301.0,5,234.0,218,83,150,84,Aleksi Kaunisvesi;Joel Hokka;Joonas Porko;Niko Moilanen;Olli Matela,Aleksi Kaunisvesi;Joel Hokka;Joonas Porko;Niko Moilanen;Olli Matela,"Put your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side\n\nEvery psycho in the scene \nHands up and follow me saying \nEmpire of the freaks \nAll drinks on me\n\nJust another night on my pitch black paradise \nDon't wanna cry so I gotta get paralyzed \nMy body is my weapon so I keep it loaded \n'Til I'm all over the place like my head exploded\n\nDon't waste your prayers \nThey can't save us \nLifestyles of the sick and dangerous\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side \nLike the 27 club \nHeadshot \nWe don't wanna grow up \nI'm, I'm, I'm \nLiving that life on the dark side \nLife on the dark side\n\nEvery psycho in the scene \nHands up and follow me saying \nEmpire of the freaks \nAll drinks on me\n\nI'm in a cave of man-made misery \nDiggin' a grave for myself and my enemies \nOf all the dark things that keep me wasted \nYou're the sweetest I've ever tasted\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side\nLike the 27 club \nHeadshot \nWe don't wanna grow up \nI'm, I'm, I'm \nLiving that life on the dark side \nLife on the dark side\n\nJust another night on my pitch black paradise \nDon't wanna cry so I gotta get paralyzed\n\nDon't waste your prayers \nThey can't save us \nLifestyles of the sick and dangerous\n\nPut your middle fingers up \nTake a shot \nThrow it up and don't stop \nI'm, I'm, I'm \nLiving that life on the dark side \nLike the 27 club \nHeadshot \nWe don't wanna grow up \nI'm, I'm, I'm \nLiving that life on the dark side \nLife on the dark side\n\nEvery psycho in the scene \nHands up and follow me saying \nEmpire of the freaks \nAll drinks on me",https://youtube.com/watch?v=fOPGxQ4fgVw
2021,mt,Malta,Destiny,Je Me Casse,1.0,6,16,7,255.0,1,325.0,47,208,151,174,Amanuel Dermont;Malin Christin;Nicklas Eklund;Pete Barringer,Amanuel Dermont;Malin Christin;Nicklas Eklund;Pete Barringer,"Babe, are you hurtin'?\nAre you alright?\nYou look like an angel that fell from the sky\nAnd boy, you keep talkin', massagin' my ego\nWith your unoriginal pick-up line \nHell no, what you gonna do?\n\nHell no, I am not your honey\nHell no, I don't want your money\nGot it wrong, I ain't into dummies\nNuh-uh-uh-uh\n\nSo baby, it's not a maybe\nYeah, I'm too good to be true\nBut there's nothing in it for you\nSo if I show some skin\nDoesn't mean I'm giving in\nNot your baby\nJe me casse\n\nJe me casse\nIf you don't get it\nJe me casse\nJe me casse\nI'm not your baby\n\nBoy, why you puttin' that drink in my hand?\nThink if I'm drunk then I'll give you a chance?\nBoy, you keep buying and complyin', so stop tryin'\nNot gonna give it up and changin' my plans\nHell no, what you gonna do?\n\nHell no, I am not your honey\nHell no, I don't want your money\nGot it wrong, I ain't into dummies\nNuh-uh-uh-uh\n\nSo baby, it's not a maybe\nYeah, I'm too good to be true\nBut there's nothing in it for you\nSo if I show some skin\nDoesn't mean I'm giving in\nNot your baby\nJe me casse\n\nJe me casse\nIf you don't get it\nJe me casse\nJe me casse\nIf you don't get it\n\nLadies, if you feel like flauntin' tonight it's alright, it's alright\nLadies\n Ladies\nListen to me\n Listen and go right ahead\nShow you're shinin'\nIf you don't get it\nIf you, if you don't get it \nJe me casse\nIf you don't get it\nIf you, if you\nExcuse my French\n\nBaby, it's not a maybe\nYeah, I'm too good to be true\nBut there's nothing in it for you\nSo if I show some skin\nDoesn't mean I'm giving in\nNot your baby\nJe me casse\n\nJe, je, je me casse\nI'm not your baby",https://youtube.com/watch?v=jbbc2yKnv0M
2021,lt,Lithuania,The Roop,Discoteque,1.0,18,1,8,220.0,4,203.0,165,55,137,66,Ilkka Wirtanen;Laisvūnas Černovas;Mantas Banišauskas;Robertas Baranauskas;Vaidotas Valiukevičius,Kalle Lindroth;Mantas Banišauskas;Vaidotas Valiukevičius,"Okay, I feel the rhythm\nSomething's going on here\nThe music flows through my veins\n\nIt's taking over me, it's slowly kicking in\nMy eyes are blinking and I don't know what is happening\nI can't control it, don't wanna end it\nThere's no one here and I don't care\nI feel it's safe to dance alone (Dance alone)\nDance alone (Dance alone), dance alone (Dance alone)\nDance alone (Dance alone), dance alone (Dance alone)\nDance alone (Dancе alone), dance alone, dancе alone\n\nLet's discoteque right at my home\nIt is okay to dance alone\nDance alone, dance alone (Alone)\nDance alone (Alone), dance alone (Alone)\nI got the moves, it's gonna blow\n\nDance alone, dance alone\nDance alone, dance alone\n\nBy dancing on my own\nI'm healing wounded soul\nMy body shaking hard\nIt's breaking, have to let it go\nI need to get up and put my hands up\nThere's no one here and I don't care\nI feel it's safe to dance alone\n\nLet's discoteque right at my home\nIt is okay to dance alone\nDance alone, dance alone (Alone)\nDance alone (Alone), dance alone (Alone)\nI got the moves, it's gonna blow\n\nDance alone, dance alone\nDance alone, dance alone\n\nLet's discoteque right at my home\nIt is okay to dance alone\nI got the moves, it's gonna blow\nIt is okay to dance alone\n\nLet's discoteque right at my home\nIt is okay to dance alone\nI got the moves, it's gonna blow\nIt is okay to dance alone",https://youtube.com/watch?v=JNweec5olYw
2021,ru,Russia,Manizha,Russian Woman,1.0,5,3,9,204.0,3,225.0,100,104,108,117,Ori Avni;Ori Kaplan,Manizha,"Pole, pole, pole, ya zh mala\nPole, pole, pole, tak mala\nKak proyti po polyu iz ognya\nKak proyti po polyu, yesli ty odna?\n\nZhdatʹ mne chʹyey-to ruchechki, ruchki?\nA kto podast mne ruchku, devochki?\n\nIspokon vekov s nochi do utra\nS nochi-nochi zhdyom my korablya\nZhdyom my korablya\nOchenʹ-ochenʹ zhdyom my korablya\nZhdyom my korablya\nA chyo zhdatʹ?\nVstala i poshla\n\nEvery Russian woman needs to know\nYou're strong enough, you're gonna break the wall\nEvery Russian woman needs to know\nYou're strong enough, you're gonna break the wall\n\nSho tam khorokhorit·sya?\nOy, krasavitsa\nZhdeshʹ svoyego yuntsa?\nOy, krasavitsa\nTebe uzh za tridtsat, allo, gde zhe deti?\nTy v tselom krasiva, no vot pokhudetʹ by\nNadenʹ podlinneye, nadenʹ pokoroche\nRosla bez ottsa?\nDelay to, chto ne khochet\nTy tochno ne khocheshʹ?\nNe khocheshʹ, a nado\nPoslushayte, pravda, my s vami ne stado\nVorony, proshu otvalite\n\nTeperʹ zarubite sebe na nosu\nYa vas ne vinyu\nA sebya ya chertovski lyublyu\n\nBoryut·sya, boryut·sya\nVse po krugu boryut·sya\nda ne molyat·sya\nSyn bez ottsa, doch bez ottsa\nNo slomannoy family ne slomatʹ menya\n\nEvery Russian woman needs to know\nYou're strong enough, you're gonna break the wall\nEvery Russian woman needs to know\nYou're strong enough, you're gonna break the wall\n\nHey, Russian woman\nDon't be afraid, girl\nYou're strong enough, you're strong enough\nDon't be afraid \nDon't be afraid\nDon't be afraid \nDon't be afraid\nDon't be afraid \nDon't be afraid\nDon't be afraid, don't be afraid\n\nBoryut·sya, boryut·sya\nVse po krugu boryut·sya\nda ne molyat·sya\nSyn bez ottsa, doch bez ottsa\nNo slomannoy family ne slomatʹ menya",https://youtube.com/watch?v=V-Di9A28e5E
2021,gr,Greece,Stefania,Last Dance,2.0,10,4,10,170.0,6,184.0,79,91,80,104,Anastasios Rammos;Dimitris Kontopoulos;Diverno;Gabriel Russell;Gioni;Loukas Damianakos;Pavlos Manolis,Anastasios Rammos;Dimitris Kontopoulos;Diverno;Gabriel Russell;Gioni;Loukas Damianakos;Pavlos Manolis;Sharon Vaughn,"My heart was born a radical\nElectric and dynamical\nI never listened to the remedies\nWith no forevers, no eternities\nHolding on beyond the night\nFor a shadow that feels right\nHolding on beyond the night to you\n\nIf the dreams we made are made of fire\nI would give a life just to live the dream again\nIf our hearts are hanging on a wire\nLet's forget the world below and dance until the end\n\nLet's dancе\nOur last dance\nA rockin' romance\nThis ain't our last dance\nLеt's dance\nOh-oh-oh-ooh-ooh...\n\nMy heart was born in neon lights\nFloating in space like satellites\nLooking for signs of life tonight\nAs we collide in black and white\nHoldin' on beyond the night\nFor a shadow that feels right\nHoldin' on beyond the night to you\n\nIf the dreams we made are made of fire\nI would give a life just to live the dream again\n\nLet's dance\nOh, last dance\nA rockin' romance\nThis ain't our last dance\nLet's dance\nOh-oh-oh-ooh-ooh...\nThis ain't our last dance\n\nTake a deeper breath before we touch\nRunning out of time, let's use it up\nAnd hold me before the morning comes\n\nLet's dance\nOh-oh...\nA rockin' romance\nThis ain't our last dance\nLet's dance",https://youtube.com/watch?v=QhZhJFp0vVw
